,text,class
3066,"Kolkata doesn't have much to offer when it comes to authentic south indian food. There are very few outlets serving south indian out of which one is jyoti vihar in camac street, near to American embassy.
Their ambience is nice and located at a quite and calm area. A good place to visit with freinds or family based on ambience.
Coming to food, first of all they have very less options in all the varieties. You dont have much to choose. We were in a group of 6 people hence got a chance to try most of the items from their offered menu. Dosas are okay, not good not bad. The taste is average. Sambhar is nice but their coconut chatni can be made much better. Vada is much below average. We had ordered only two vadas for 6 people yet that was difficult to finish. Idli is fine again, not good, not bad. We ended with filter coffee which was good both in quantity and quality wise. Overall our experience in food was not upto the mark.
Depending upon the food quality, the items are expensive.",negative
10242,Heard a lot about it.  Very old shop famous for mouglai and cutlets. They have maintained there food taste n standards. the ambience is not that great but the food is worth try .,positive
985,"Review on Chicken Biriyani : What a perfect packaging.This is called presentation in a food delivery business.I really appreciate it.Coming to the taste,its awesome.Less oily and perfect blend of spices.Chicken was soft and medium leg piece was just perfect.Complimentary raita was just wow.Keep up the good work guys.All the best.",positive
5558,Without any hesitation you can place your first your order from smith's Diner simply worthy food at affordable price.... hope you all will also get addicted like me...,positive
879,"A heaven for Tibatan food lovers.
The momos are truly amazing and I can call ut my comfirt food.

Located just at the first floor of Sikkim House this is a place that serves great Tibetan and Chinese food.

I had visited this place few week ago with my friends abd we had :
Lima Cola
Pan Fried Momo Chicken
Chilli Garlic Hakka Chow
Lemon Fish

Also I had visited The BluePoppy Thakali which specialises in Nepali food. Both are equally good.
Will come down to try out the other items too.",positive
8254,Was really looking forward to the Radissom experience for the very first time. And boy did it disappoint.Oriental look and feel.Good music.But thats about it. Cocktails were denied as part of the Zomato Gold 2+2 offer. Told to hurry up. Had to call the server many a times. Snobbish and inattentive and lackustre staff.,negative
4667,"We were there for a late night dinner. The place is near bhawanipur collage and nearest metro station is rabindra sadan. The ground floor is soumo dough and kath koyla is on the 1st floor. It is very easy to locate. The ambiance was good and you can have hookah as well.
1) chicken momo
2) strawberry shake ( i usually i don't like strawberry but it was great with whipped cream and icecream)
3) chicken Lasagna (this one was my favorite warm cheesy with good portion)
4) red bull base hookah
5) kalhua tiramisu ( as a dark chocolate lover it's exactly how I like it slightly bitter)
The music and ambiance was great with the hookah. The staff was polite and we totally enjoyed the dinner.",positive
9598,They provide food in time but I have always got coldrinks which are generally hot..... Yes that's true everytime. And burgers are kind of okay. French fries are good.,negative
3691,"Had been there with family. We opt for buffet lunch. . . . The food was okay . . Actually a small cosy place. . .
Price: rs 324 including tax/head
Time: 12:30-3:30pm.
Chicken soup:5/5
Dry chicken:4/5
Potato fries:5/5
Egg hakka noodles:2/5
Egg fried rice: 3/5
Mixed veg in sweet chilly sauce:2/5
Tai chin chicken:2/5
Darsaan with icecream:4/5",positive
10274,"Tucked away in Tangra this is a little place that is easily missed. The service of the waiters is in line with the look of the and leaves a lot to be desired. What it lacks in looks and service it makes up for in quality and taste.

All the items we had were simply amazing. Chicken soup, crispy ginger chicken, baby corn, for starters and for the mains it was fried rice, mixed chow mein, king pao chicken , hot garlic fish and sweet and sour paneer. Each item was fantastic well prepared and tasty. It is a little expensive compared to its counterparts in the area but definitely worth a try and a repeat visit.",positive
2104,Its a good cafe cum restaurant to be there. Nice ambiance and food. Loved the dogs in there. Drinks were nice.. one suggestion.... mushroom on toast can be actually on toast. Over all nice place to come again.,positive
4248,"Having Soothing Ambience and Comfortable Couch with Decorative Interiors Serves Excellent Delicacies of Both Tandoor and Chinese Out of Which We Preferred To Choose Few Special Dishes..!!

They Are Also Serving ""GRILL ON THE TABLE"" Menu Containing Two Chicken, Mutton & Fish Items Priced at Only ₹ 449/=

The ""Grill On The Table"" Contains :
STARTERS -
* 2 Pieces of Murg Tikka
* 2 Pieces of Cheese Mahi Tikka
* 2 Pieces of Galouti Kebab

MAIN COURSE -
* Baby Nun
* Gosht Dum Biryani
* Dum Murg

DESSERT -
* Gulab Jamun with Vanilla Ice Cream

Coming To The Regular, We Ordered :

★ BLUE LAGOON
★ CHICKEN CHEESE STEAK
★ SHAHI TUKDA

Highly Recommended To Everyone",positive
